"Angular Separation Finder Calculation"
"Calculation Inputs"
"Calculation type","Angular Separation Event Finder"
"Target 1","MOON"
"Target 1 shape","Point"
"Target 2","SUN"
"Target 2 shape","Point"
"Observer","EARTH"
"Light propagation","No correction"
"Time system","TDB"
"Time format","Seconds past J2000"
"Time range","0 to 3155760000, step 1 hours"
"Coordinate condition","is local maximum"
"Output time unit","seconds"
"Complement result window","no"
"Result interval adjustment","No adjustment"
"Result interval filtering","No filtering"
"Angular Separation Finder Time Intervals"
"Start Time","Stop Time","Duration (secs)"
" 1642264395.536900"," 1642264395.536900",0.00000000E+00
" 1644821519.558700"," 1644821519.558700",0.00000000E+00
" 1647382607.719800"," 1647382607.719800",0.00000000E+00
" 1649945929.058100"," 1649945929.058100",0.00000000E+00
" 1652509732.867000"," 1652509732.867000",0.00000000E+00
" 1655071766.474300"," 1655071766.474300",0.00000000E+00
" 1657629433.813400"," 1657629433.813400",0.00000000E+00
" 1660181032.625000"," 1660181032.625000",0.00000000E+00
" 1662726889.273900"," 1662726889.273900",0.00000000E+00
" 1665269192.855300"," 1665269192.855300",0.00000000E+00
" 1667810737.844400"," 1667810737.844400",0.00000000E+00
" 1670353579.566000"," 1670353579.566000",0.00000000E+00
" 1672898436.339500"," 1672898436.339500",0.00000000E+00
" 1675445149.522700"," 1675445149.522700",0.00000000E+00
" 1677993766.296600"," 1677993766.296600",0.00000000E+00
" 1680545182.098600"," 1680545182.098600",0.00000000E+00
" 1683100564.537300"," 1683100564.537300",0.00000000E+00
" 1685659949.777700"," 1685659949.777700",0.00000000E+00
" 1688221431.466900"," 1688221431.466900",0.00000000E+00
" 1690782041.646200"," 1690782041.646200",0.00000000E+00
" 1693339590.732200"," 1693339590.732200",0.00000000E+00
" 1695893613.865300"," 1695893613.865300",0.00000000E+00
" 1698444781.714500"," 1698444781.714500",0.00000000E+00
" 1700993750.976900"," 1700993750.976900",0.00000000E+00
" 1703540606.618200"," 1703540606.618200",0.00000000E+00
" 1706085205.329100"," 1706085205.329100",0.00000000E+00
" 1708627920.739000"," 1708627920.739000",0.00000000E+00
" 1711170115.916400"," 1711170115.916400",0.00000000E+00
" 1713713923.756400"," 1713713923.756400",0.00000000E+00
" 1716261366.384500"," 1716261366.384500",0.00000000E+00
" 1718813441.720500"," 1718813441.720500",0.00000000E+00
" 1721369948.640100"," 1721369948.640100",0.00000000E+00
" 1723930032.987300"," 1723930032.987300",0.00000000E+00
" 1726492578.143000"," 1726492578.143000",0.00000000E+00
" 1729055897.904300"," 1729055897.904300",0.00000000E+00
" 1731617425.748300"," 1731617425.748300",0.00000000E+00
" 1734174454.187200"," 1734174454.187200",0.00000000E+00
" 1736725504.191900"," 1736725504.191900",0.00000000E+00
" 1739270811.178600"," 1739270811.178600",0.00000000E+00
