# This CSV contains the distance of 1513 Bayer catalog stars from the Sun
# Field 1: distance in light years (to 4 decimal places)
# Field 2: Bayer Greek letter (first three letters of Anglicization)
# Field 3: Constellation (abbreviation)
317.2725,Kap,Hyi
316.9639,Ome,Oct
316.0426,Rho,Lup
315.7366,The,Vir
315.4313,Alp,Mus
314.8224,Sig,Her
314.8224,Kap,Cep
314.5188,Rho,UMa
313.6114,Ups-2,Hya
313.6114,Bet-1,Sgr
312.1111,Rho,Peg
311.8126,Iot,CrB
311.5149,Kap-2,Sgr
311.2174,Del,Psc
309.7399,Pi,Per
309.7399,Eta,Cha
309.7399,Bet,Hya
309.4460,Lam,Lib
309.4460,Del-1,Gru
309.1525,Alp,Car
308.8599,The,And
308.5677,Kap,Lib
307.9849,Ups,Psc
307.6943,Rho,Per
307.4043,Tau,Her
306.8260,Phi,Phe
306.5377,Zet,Psc
305.6757,Pi-1,Boo
305.6757,Eta,Cen
305.1039,Gam-2,Oct
304.5341,Tau-4,Eri
304.2501,Iot,Tuc
303.9663,Mu,Psc
303.9663,Eps,UMi
303.4011,Bet,Cnc
303.1189,Alp,Dra
302.8375,Phi,Dra
301.9963,Sig,Pav
301.4379,Eps,Mus
301.4379,Del,Mic
300.3277,The,Sco
299.7759,Nu,Dor
299.2256,Eta,Ara
298.9513,Omi,Cet
298.9513,Del,Oct
298.6777,Zet,Phe
298.6777,Omi,Peg
298.4044,Psi,Sgr
298.4044,Eta,Cnc
298.4044,Bet,Cha
297.3163,Zet,Aps
297.3163,Alp,Vul
295.6989,Sig-3,Cnc
294.8969,Omi,Oph
294.6304,Bet,Hor
294.3646,Pi,For
294.0991,Kap,Cap
293.8343,Nu,Vir
293.5698,Del,Lib
293.5698,Chi,Vir
293.3059,Tau-5,Eri
292.7792,Ups,Cet
291.7315,Mu,Scl
291.2107,Chi,Tau
290.9510,Omi,Tau
290.6918,Ome-2,Sco
290.6918,Eps,Oct
290.1745,Nu,Tuc
289.6588,Sig,Aqr
288.6337,Pi-1,Peg
288.3783,Sig,Lib
288.1236,Ome,Per
287.3620,Pi,Phe
286.3529,The,Aql
285.1014,Nu,Gru
285.1014,Kap,Men
284.8523,Ups,Gru
284.3558,Zet,Hyi
283.8607,Ome-1,Tau
283.8607,Mu,Hyi
283.3676,Alp,Sex
281.6546,Lam,Cap
281.4116,Psi,Cyg
280.9266,Sig,Oct
280.4436,The,Crt
280.2029,Psi-1,Psc
279.9622,Iot-2,Nor
279.4824,Omi,Psc
279.0043,Iot,Cnc
278.5278,Bet,Cru
277.8161,Alp,Tel
277.5796,Gam,Sex
275.9358,Eta,Cir
275.7026,Phi-2,Cnc
275.0050,Psi-1,Psc
275.0050,Phi-1,Lup
274.7734,Mu-1,Gru
274.5421,Iot,Cet
274.0806,Zet,Leo
273.8507,Nu-2,Sgr
273.6207,Tau,Cnc
273.3915,Ome,Ser
273.1625,Kap,Oct
272.0232,Pi-1,Col
271.7966,Kap,Tel
271.5702,Nu,Peg
270.8938,Ups,Gem
270.2202,Rho-1,Ari
269.9968,Pi-2,Dor
269.9968,Omi,CrB
268.8837,Rho,For
267.3409,Alp,Ara
266.2499,Phi,Cyg
265.8158,Ome-2,Aql
265.3834,Mu-2,Gru
265.3834,Eta,Vir
265.1674,Gam-1,Oct
264.7369,Rho-2,Eri
263.8801,Ups-1,Hya
263.4538,Ups,Boo
263.2415,Iot,Hya
263.2415,Eps,Col
263.0292,Pi-2,Peg
262.1834,Zet,Ari
261.5527,Ups,Vir
261.5527,Psi-3,Aqr
261.3429,Alp,Col
260.7164,The,CMa
258.8540,Psi,Cen
258.4437,Gam,Sge
257.2210,The,Phe
256.8159,Chi,Oct
256.2105,Chi,Gem
256.0093,Pi-2,UMa
255.0087,Zet,Sge
254.8094,Kap,Vir
254.6104,Gam-3,Oct
254.2135,Tau,Per
253.8179,Alp,Del
253.6205,Kap-2,Lup
253.2269,Nu,Cap
252.6382,Kap-1,Scl
252.4428,Gam,Ori
252.4428,Chi,Boo
251.8580,Chi-1,Sgr
251.6636,Kap,Lyr
251.4695,Eta,Crt
250.8893,Tau-7,Eri
250.8893,Del,Tuc
250.3117,Chi,And
250.1196,Ups,Ser
250.1196,Ome,Her
249.9281,Ups-1,Cnc
249.7367,Alp,Vir
249.1643,Alp,Cet
248.7843,Iot,Phe
247.2752,Del,Pyx
246.7142,Pi,Cep
246.7142,Eps,Leo
246.3414,Ome,UMa
246.3414,Eta,Phe
245.9699,Psi,Boo
245.7846,Mu,Phe
245.2302,Iot,Oph
245.0459,Rho-2,Cep
244.3117,Zet,Pyx
243.5818,Phi,Oph
243.4001,Tau-3,Gru
243.4001,Pi,CrB
243.4001,Eta,Aur
243.2184,Gam,Per
243.0371,Omi,Boo
242.8564,Pi-2,Col
242.1350,Rho,Phe
242.1350,Lam,Gru
241.2397,Phi,Ser
240.1738,The,Vol
239.2928,Phi-1,Hya
239.2928,Phi,Sgr
238.9422,Mu-1,Pav
238.2439,Xi,Aur
237.8966,Mu,Lib
236.3450,Mu-2,Pav
236.1738,Eta,Del
234.9827,Zet,Cet
234.9827,The-1,Cru
234.9827,Ome,Eri
234.1392,Mu,Hya
233.9713,Nu,Mic
233.9713,Del,Col
233.6360,Phi-1,Cet
233.6360,Gam,Phe
232.3049,Sig,Scl
231.8095,Iot,Lep
231.8095,Eta,Pyx
231.6448,Mu,Gem
231.4804,Psi,Hya
231.4804,Nu-2,Lyr
230.3363,Rho,Gru
230.3363,Nu,Aur
230.3363,Mu,UMa
229.8493,Eps,Cru
229.6872,Eta,And
229.0421,Gam,Mic
228.8813,Pi,Dra
228.5607,Kap,Crt
228.2407,Alp,Cas
228.0812,Del,Ser
227.9217,Iot-2,Lib
227.7626,Sig,Sgr
226.1830,Tau,Scl
225.2459,Bet,Boo
224.9351,Tau,Vir
224.4707,Pi-2,Ori
223.7009,Ups,Lib
223.2417,Del,Del
222.7841,Sig-1,Gru
222.4801,Phi,Gem
221.8748,Lam-2,Tuc
221.4231,Eps,CrB
221.1227,Iot-1,Mus
220.8233,The,Pav
220.5248,Xi-1,Cen
220.0783,Zet,Del
220.0783,Sig,Leo
219.7815,Chi,Ser
219.6338,Psi-1,Lup
219.4860,Phi,Aql
219.4860,Eta,Nor
218.8967,Kap-1,Ind
218.7499,Eta-2,Hyi
218.6031,Xi,Phe
218.6031,Ome,Lup
218.6031,Kap,Dor
218.4567,Zet,Pav
218.0187,Gam,Ind
217.7277,Zet,Nor
217.1478,The,Oct
216.4273,Omi,Cap
215.7118,Rho,Oct
215.7118,Kap-1,Sgr
215.5692,Xi,Leo
215.4267,Gam,PsA
214.8592,Pi,Scl
214.7176,Sig-2,Gru
214.4352,Xi,And
214.2943,Eta,Peg
214.0131,Gam,Hyi
213.8729,Ups-2,Eri
213.8729,Kap,Aqr
213.3132,Eps,Lep
211.9274,Eps,Pyx
211.7897,Lam,Hyi
211.1041,Gam,Gru
210.5591,Phi-3,Hya
210.2875,Sig-1,Cnc
209.0745,Xi,Tau
209.0745,Xi,Eri
208.1404,Chi,Cas
207.7428,Eps,Aqr
207.3465,Gam,Pyx
206.8204,Tau,Aur
206.6896,Zet,Sct
206.4277,Lam-1,Tuc
206.0367,Rho-1,Cep
205.2588,Lam,CrA
204.3583,Zet,Peg
204.2304,Iot,PsA
203.9750,Phi,Her
203.3390,Gam,Eri
203.2125,Nu,Ser
203.0859,Omi,Cep
203.0859,Alp,Lyn
202.5814,Eps,Boo
202.4555,Del,Sct
202.3299,Eta,Sct
202.0794,Phi,Aqr
201.7043,Tau-2,Hyi
201.7043,Eps,TrA
201.3309,Kap,Leo
199.8505,Ups-2,Cas
199.7281,Alp,Tuc
199.4839,Psi,Oph
199.1186,Alp,Sct
198.3919,Del,Vir
197.9102,Del,Ara
197.4310,Bet,And
197.1923,The-1,Mic
196.7164,Iot,Cap
196.0074,Bet,Peg
195.1861,Chi,Lup
195.0693,Psi,Cas
194.2562,Sig-2,Cnc
194.0250,Phi,Oct
193.6793,Sig,Pup
193.4496,Eps,Sex
193.1059,Zet,CrA
193.1059,Xi-2,Cet
192.6496,Gam,Her
192.0824,Lam,Pyx
190.8463,Psi,For
190.2895,Alp,Equ
190.0677,Iot,Ser
190.0677,Iot,Ant
189.6255,Rho,Pav
189.6255,Iot,Cha
189.1855,Zet,And
189.0759,The,Gem
188.9663,Iot,Del
188.3117,Alp,Cnc
188.0945,Del,Ind
187.4461,The,Aqr
186.9089,Tau-2,Eri
186.4813,Lam,Vir
185.9497,Omi-2,Ori
185.9497,Mu,Lep
185.7380,Ups,Phe
185.7380,Del,Crt
185.1056,Bet,Lib
185.0006,Rho,Tel
184.7909,Omi,Lib
184.3731,Nu,Cha
184.1650,Phi,Leo
183.8535,Gam,TrA
183.6464,Chi,UMa
183.5430,Xi,Aql
183.4399,Xi,CrB
183.2338,Iot,Gru
182.6180,Gam,Hor
182.5159,Kap,Col
182.2100,Gam,Scl
182.2100,Eps,Mic
182.0068,Tau,Pup
181.8039,Iot,Sgr
181.8039,Eps,Psc
181.8039,Alp,Sgr
181.6014,Kap,Ari
181.5003,Ups,Leo
181.2984,Gam-1,Cae
181.1979,Gam,Cnc
180.2964,Alp,Hya
179.9977,Kap-1,Lup
179.7994,Chi,Cap
179.1082,Xi,Psc
179.1082,Omi,UMa
179.0097,Pi,Ser
178.8137,Del,Hor
178.8137,Alp,Pav
178.6177,Xi,Aqr
178.5199,Del,CrA
177.9357,Ups-4,Eri
176.9703,Kap,Aur
176.9703,Bet,Gru
176.7782,Gam,Pic
176.3959,Eps,Equ
175.7306,Zet,Boo
175.1644,Iot,Aqr
175.0704,Pi,Cas
174.8826,Ups,Aql
174.0427,Bet,Scl
173.9498,Tau,Cas
173.8571,Zet,Psc
173.2107,Omi,Ser
173.1190,Tau-7,Ser
173.1190,Lam,Oph
172.7521,The,Lep
172.7521,Lam-1,Phe
172.7521,Iot,Tau
172.6608,Bet,For
172.1138,Del,UMi
171.1207,Del,Oph
170.4945,Ome,Aur
170.4054,Ups,Peg
170.0499,Del,CrB
169.9615,Bet,Lac
169.7844,Tau-5,Ser
169.7844,Nu,Men
169.6960,Tau,Oph
169.6960,Phi,Boo
169.6960,Del,Ari
169.6080,Mu,Ser
169.4318,The-2,Ser
168.8177,Tau,Psc
168.6432,Ome,Oph
168.6432,Alp,Dor
168.4690,The,Lib
168.4690,Bet-2,Tuc
168.3819,Kap,And
167.8621,Eta,Aqr
167.4312,Tau,Oph
167.2596,Gam,Com
167.1739,Zet,Hya
166.3213,Omi,Gem
165.5614,The,Aur
165.0587,The,Leo
164.9752,Del,Cyg
164.5591,Nu,Hor
