k,n,p1,p2,p3,p4,p5,p6
5,53,0.9540462704,0.04594369146,0.00001003810967,0.00000000003526989786,0.0000000000000000002516723506,0.000000000000000000000000000000001065238079
6,53,0.8956509339,0.1042973557,0.00005171009572,0.0000000003538689292,0.000000000000000004989264887,0.00000000000000000000000000000005243031928
7,53,0.8022183955,0.1975632049,0.0002183967655,0.000000002902661142,0.00000000000000008079074546,0.000000000000000000000000000002107033567
8,53,0.6767518439,0.3224701569,0.0007779791718,0.00000002001597977,0.000000000000001098696342,0.00000000000000000000000000007108299975
9,53,0.5324653096,0.4651478426,0.002386729389,0.0000001184175561,0.00000000000001280461070,0.000000000000000000000000002054142027
10,53,0.3881787752,0.6054122554,0.006408358928,0.0000006104253789,0.0000000000001298637543,0.00000000000000000000000005163061772
11,53,0.2612066250,0.7235357382,0.01525486150,0.000002775259285,0.000000000001159984218,0.000000000000000000000001142313083
12,53,0.1619374894,0.8055097512,0.03254152161,0.00001123778780,0.000000000009213653296,0.00000000000000000000002246019763
13,53,0.09244909449,0.8447316815,0.06277836737,0.00004085660941,0.00000000006558933684,0.0000000000000000000003955231772
14,53,0.04861795307,0.8408349363,0.1104128405,0.0001342696382,0.0000000004211898023,0.000000000000000000006278439394
15,53,0.02357158655,0.7976986078,0.1783286402,0.0004011629903,0.000000002453192462,0.00000000000000000009032009963
16,53,0.01054747596,0.7220852148,0.2662722158,0.001095080422,0.00000001301960629,0.000000000000000001182861683
17,53,0.004361023424,0.6230146318,0.3698811723,0.002743109228,0.00000006321007197,0.00000000000000001415679298
18,53,0.001668097028,0.5111631372,0.4808385979,0.006329886215,0.0000002816862166,0.0000000000000001553436924
19,53,0.0005909264693,0.3976958868,0.5882090279,0.01350300324,0.000001155590794,0.000000000000001567212687
20,53,0.0001940741583,0.2925912987,0.6804952219,0.02671503003,0.000004375239231,0.00000000000001457126921
21,53,0.00005914437260,0.2030500041,0.7477055273,0.04917000218,0.00001532204385,0.0000000000001251057497
22,53,0.00001673786852,0.1326325201,0.7828618309,0.08443918486,0.00004972628641,0.0000000000009935909534
23,53,0.000004401430962,0.08140129976,0.7827547158,0.1356897717,0.0001498113519,0.000000000007309846981
24,53,0.000001075956491,0.04687092394,0.7480766419,0.2046317523,0.0004196058507,0.00000000004987592021
25,53,0.0000002445878737,0.02528819200,0.6831454863,0.2904719849,0.001094091938,0.0000000003159138779
26,53,0.00000005171035441,0.01276991816,0.5953068790,0.3892642505,0.002658898735,0.000000001858934032
27,53,0.00000001016750409,0.006029246851,0.4939707430,0.4939707430,0.006029246851,0.00000001016750409
28,53,0.000000001858934032,0.002658898735,0.3892642505,0.5953068790,0.01276991816,0.00000005171035441
29,53,0.0000000003159138779,0.001094091938,0.2904719849,0.6831454863,0.02528819200,0.0000002445878737
30,53,0.00000000004987592021,0.0004196058507,0.2046317523,0.7480766419,0.04687092394,0.000001075956491
31,53,0.000000000007309846981,0.0001498113519,0.1356897717,0.7827547158,0.08140129976,0.000004401430962
32,53,0.0000000000009935909534,0.00004972628641,0.08443918486,0.7828618309,0.1326325201,0.00001673786852
33,53,0.0000000000001251057497,0.00001532204385,0.04917000218,0.7477055273,0.2030500041,0.00005914437260
34,53,0.00000000000001457126921,0.000004375239231,0.02671503003,0.6804952219,0.2925912987,0.0001940741583
35,53,0.000000000000001567212687,0.000001155590794,0.01350300324,0.5882090279,0.3976958868,0.0005909264693
36,53,0.0000000000000001553436924,0.0000002816862166,0.006329886215,0.4808385979,0.5111631372,0.001668097028
37,53,0.00000000000000001415679298,0.00000006321007197,0.002743109228,0.3698811723,0.6230146318,0.004361023424
38,53,0.000000000000000001182861683,0.00000001301960629,0.001095080422,0.2662722158,0.7220852148,0.01054747596
39,53,0.00000000000000000009032009963,0.000000002453192462,0.0004011629903,0.1783286402,0.7976986078,0.02357158655
40,53,0.000000000000000000006278439394,0.0000000004211898023,0.0001342696382,0.1104128405,0.8408349363,0.04861795307
41,53,0.0000000000000000000003955231772,0.00000000006558933684,0.00004085660941,0.06277836737,0.8447316815,0.09244909449
42,53,0.00000000000000000000002246019763,0.000000000009213653296,0.00001123778780,0.03254152161,0.8055097512,0.1619374894
43,53,0.000000000000000000000001142313083,0.000000000001159984218,0.000002775259285,0.01525486150,0.7235357382,0.2612066250
44,53,0.00000000000000000000000005163061772,0.0000000000001298637543,0.0000006104253789,0.006408358928,0.6054122554,0.3881787752
45,53,0.000000000000000000000000002054142027,0.00000000000001280461070,0.0000001184175561,0.002386729389,0.4651478426,0.5324653096
46,53,0.00000000000000000000000000007108299975,0.000000000000001098696342,0.00000002001597977,0.0007779791718,0.3224701569,0.6767518439
47,53,0.000000000000000000000000000002107033567,0.00000000000000008079074546,0.000000002902661142,0.0002183967655,0.1975632049,0.8022183955
48,53,0.00000000000000000000000000000005243031928,0.000000000000000004989264887,0.0000000003538689292,0.00005171009572,0.1042973557,0.8956509339
49,53,0.000000000000000000000000000000001065238079,0.0000000000000000002516723506,0.00000000003526989786,0.00001003810967,0.04594369146,0.9540462704
50,53,0.00000000000000000000000000000000001697111583,0.000000000000000000009958445727,0.000000000002759792385,0.000001533590213,0.01615865698,0.9838398094
51,53,0.0000000000000000000000000000000000001988444205,0.0000000000000000000002898895312,0.0000000000001589839368,0.0000001728644985,0.004242602096,0.9957572250
52,53,0.000000000000000000000000000000000000001523580362,0.000000000000000000000005520231329,0.000000000000005995204327,0.00000001277896734,0.0007376399420,0.9992623473
53,53,0.000000000000000000000000000000000000000005727745723,0.00000000000000000000000005159094700,0.0000000000000001110223024,0.0000000004646898284,0.00006359028711,0.9999364092
1,54,0.9999470077,0.00005299198338,0.0000000003097932374,0.00000000000000005551115121,0.00000000000000000000000001719698233,0.0000000000000000000000000000000000000000009546242871
2,54,0.9993746909,0.0006253003852,0.000000008674209149,0.000000000000003053113316,0.000000000000000000000001874471074,0.0000000000000000000000000000000000000002587031818
3,54,0.9963414121,0.003658468418,0.0000001195026803,0.00000000000008248957063,0.0000000000000000000001003099980,0.00000000000000000000000000000000000003441038705
4,54,0.9858260454,0.01417287462,0.000001080015408,0.000000000001459388162,0.000000000000000000003512741597,0.000000000000000000000000000000000002994222989
5,54,0.9590118602,0.04098093648,0.000007203275270,0.00000000001901484516,0.00000000000000000009052974736,0.0000000000000000000000000000000001916822764
6,54,0.9053834900,0.09457869035,0.00003781948680,0.0000000001945694143,0.000000000000000001830869863,0.000000000000000000000000000000009626084946
7,54,0.8177904852,0.1820466782,0.0001628349671,0.000000001628265048,0.00000000000000003025642508,0.0000000000000000000000000000003948641939
8,54,0.6976629358,0.3017455982,0.0005914545552,0.00000001145932063,0.0000000000000004200926109,0.00000000000000000000000000001360302793
9,54,0.5565130653,0.4416363698,0.001850495717,0.00000006921676987,0.000000000000005000667794,0.0000000000000000000000000004015928377
10,54,0.4122265310,0.5827052069,0.005067897750,0.0000003644214870,0.00000000000005182432523,0.00000000000000000000000001031688798
11,54,0.2823686501,0.7053232690,0.01230638811,0.000001692842503,0.0000000000004732372421,0.0000000000000000000000002334110286
12,54,0.1784823454,0.7947299361,0.02678071200,0.000007006524884,0.000000000003844540577,0.000000000000000000000004695293841
13,54,0.1040304936,0.8432391039,0.05270435527,0.00002604720800,0.00000000002800554781,0.00000000000000000000008463736090
14,54,0.05592314331,0.8494390416,0.09455025171,0.00008756318308,0.0000000001841228253,0.000000000000000000001376009213
15,54,0.02774598097,0.8162517784,0.1557345229,0.0002677166529,0.000000001098524022,0.00000000000000000002028538277
16,54,0.01271816105,0.7494603642,0.2370733453,0.0007481234674,0.000000005975330405,0.0000000000000000002724103635
17,54,0.005392098846,0.6570692349,0.3356195333,0.001919103190,0.00000002974976152,0.000000000000000003345183566
18,54,0.002116918094,0.5488957898,0.4444506219,0.004536534134,0.0000001360354535,0.00000000000000003768794289
19,54,0.0007704548957,0.4356978320,0.5536145497,0.009916590376,0.0000005729877428,0.0000000000000003906551915
20,54,0.0002602162102,0.3276923034,0.6519356983,0.02010955324,0.000002228806942,0.000000000000003734555441
21,54,0.00008163267023,0.2329195906,0.7290464120,0.03794434057,0.000008024174122,0.00000000000003299368263
22,54,0.00002380561920,0.1561120825,0.7770269942,0.06681032756,0.00002679012485,0.0000000000002698532836
23,54,0.000006457503888,0.09848042928,0.7913488661,0.1100811591,0.00008308797596,0.000000000002046300291
24,54,0.000001630202237,0.05838160346,0.7711712957,0.1702057277,0.0002397428586,0.00000000001440419252
25,54,0.0000003831493100,0.03248257454,0.7192083246,0.2476642830,0.0006444345909,0.00000000009421557982
26,54,0.00000008385660763,0.01694270825,0.6413125938,0.3401289191,0.001615694461,0.0000000005730839036
27,54,0.00000001709131248,0.008276144210,0.5457622631,0.4421792228,0.003782349492,0.000000003243695709
28,54,0.000000003243695709,0.003782349492,0.4421792228,0.5457622631,0.008276144210,0.00000001709131248
29,54,0.0000000005730839036,0.001615694461,0.3401289191,0.6413125938,0.01694270825,0.00000008385660763
30,54,0.00000000009421557982,0.0006444345909,0.2476642830,0.7192083246,0.03248257454,0.0000003831493100
31,54,0.00000000001440419252,0.0002397428586,0.1702057277,0.7711712957,0.05838160346,0.000001630202237
32,54,0.000000000002046300291,0.00008308797596,0.1100811591,0.7913488661,0.09848042928,0.000006457503888
33,54,0.0000000000002698532836,0.00002679012485,0.06681032756,0.7770269942,0.1561120825,0.00002380561920
34,54,0.00000000000003299368263,0.000008024174122,0.03794434057,0.7290464120,0.2329195906,0.00008163267023
35,54,0.000000000000003734555441,0.000002228806942,0.02010955324,0.6519356983,0.3276923034,0.0002602162102
36,54,0.0000000000000003906551915,0.0000005729877428,0.009916590376,0.5536145497,0.4356978320,0.0007704548957
37,54,0.00000000000000003768794289,0.0000001360354535,0.004536534134,0.4444506219,0.5488957898,0.002116918094
38,54,0.000000000000000003345183566,0.00000002974976152,0.001919103190,0.3356195333,0.6570692349,0.005392098846
39,54,0.0000000000000000002724103635,0.000000005975330405,0.0007481234674,0.2370733453,0.7494603642,0.01271816105
40,54,0.00000000000000000002028538277,0.000000001098524022,0.0002677166529,0.1557345229,0.8162517784,0.02774598097
41,54,0.000000000000000000001376009213,0.0000000001841228253,0.00008756318308,0.09455025171,0.8494390416,0.05592314331
42,54,0.00000000000000000000008463736090,0.00000000002800554781,0.00002604720800,0.05270435527,0.8432391039,0.1040304936
43,54,0.000000000000000000000004695293841,0.000000000003844540577,0.000007006524884,0.02678071200,0.7947299361,0.1784823454
44,54,0.0000000000000000000000002334110286,0.0000000000004732372421,0.000001692842503,0.01230638811,0.7053232690,0.2823686501
45,54,0.00000000000000000000000001031688798,0.00000000000005182432523,0.0000003644214870,0.005067897750,0.5827052069,0.4122265310
46,54,0.0000000000000000000000000004015928377,0.000000000000005000667794,0.00000006921676987,0.001850495717,0.4416363698,0.5565130653
47,54,0.00000000000000000000000000001360302793,0.0000000000000004200926109,0.00000001145932063,0.0005914545552,0.3017455982,0.6976629358
48,54,0.0000000000000000000000000000003948641939,0.00000000000000003025642508,0.000000001628265048,0.0001628349671,0.1820466782,0.8177904852
49,54,0.000000000000000000000000000000009626084946,0.000000000000000001830869863,0.0000000001945694143,0.00003781948680,0.09457869035,0.9053834900
50,54,0.0000000000000000000000000000000001916822764,0.00000000000000000009052974736,0.00000000001901484516,0.000007203275270,0.04098093648,0.9590118602
51,54,0.000000000000000000000000000000000002994222989,0.000000000000000000003512741597,0.000000000001459388162,0.000001080015408,0.01417287462,0.9858260454
52,54,0.00000000000000000000000000000000000003441038705,0.0000000000000000000001003099980,0.00000000000008248957063,0.0000001195026803,0.003658468418,0.9963414121
53,54,0.0000000000000000000000000000000000000002587031818,0.000000000000000000000001874471074,0.000000000000003053113316,0.000000008674209149,0.0006253003852,0.9993746909
54,54,0.0000000000000000000000000000000000000000009546242871,0.00000000000000000000000001719698233,0.00000000000000005551115121,0.0000000003097932374,0.00005299198338,0.9999470077
1,55,0.9999558398,0.00004416003778,0.0000000002065288342,0.00000000000000002775557561,0.000000000000000000000000005732327445,0.0000000000000000000000000000000000000000001591040478
2,55,0.9994700771,0.0005299170456,0.000000005886071011,0.000000000000001554312234,0.0000000000000000000000006362883464,0.00000000000000000000000000000000000000004391271721
3,55,0.9968469586,0.003152958884,0.00000008255986980,0.00000000000004277134199,0.00000000000000000000003468631337,0.000000000000000000000000000000000000005950650494
4,55,0.9875786065,0.01242063367,0.0000007598447283,0.0000000000007709388671,0.000000000000000000001237787197,0.0000000000000000000000000000000000005277124874
5,55,0.9634808911,0.03651394671,0.000005162191576,0.00000000001023711668,0.00000000000000000003251841018,0.00000000000000000000000000000000003444223189
6,55,0.9143215517,0.08565083410,0.00002761411222,0.0000000001067921300,0.0000000000000000006706431191,0.000000000000000000000000000000001764082721
7,55,0.8323893193,0.1674895164,0.0001211633793,0.0000000009114172359,0.00000000000000001130605493,0.00000000000000000000000000000007383243645
8,55,0.7176841940,0.2818672164,0.0004485829977,0.000000006543792903,0.0000000000000001602018204,0.000000000000000000000000000002596224817
9,55,0.5800380437,0.4185310910,0.001430824956,0.00000004033804601,0.000000000000001946951005,0.00000000000000000000000000007826799623
10,55,0.4362742867,0.5597300169,0.003995479606,0.0000002168191362,0.00000000000002060855360,0.000000000000000000000000002054142027
11,55,0.3040116302,0.6860935618,0.009893779395,0.000001028632065,0.0000000000001922952975,0.00000000000000000000000004749924475
12,55,0.1957967295,0.7822420979,0.02195682298,0.000004349684255,0.000000000001597005020,0.0000000000000000000000009770581640
13,55,0.1164391356,0.8394780232,0.04406631429,0.00001652687047,0.00000000001189820966,0.00000000000000000000001801897168
14,55,0.06394103503,0.8553902874,0.08061187225,0.00005680522156,0.00000000008004464032,0.0000000000000000000002998660030
15,55,0.03244217469,0.8320103932,0.1353697916,0.0001776400704,0.0000000004889232243,0.000000000000000000004527571472
16,55,0.01522279771,0.7742288056,0.2100404731,0.0005079208729,0.000000002724126150,0.00000000000000000006230621289
17,55,0.006613109214,0.6890872884,0.3029659712,0.001333617291,0.00000001390014078,0.0000000000000000007845392306
18,55,0.002662781552,0.5854994683,0.4086098486,0.003227836377,0.00000006517832553,0.000000000000000009068976786
19,55,0.0009948654287,0.4736548951,0.5181233227,0.007226635081,0.0000002816862167,0.00000000000000009651581765
20,55,0.0003452559911,0.3637791861,0.6208610852,0.01501334778,0.000001124927476,0.0000000000000009479718998
21,55,0.0001113965936,0.2645402588,0.7063162712,0.02902791280,0.000004160596007,0.000000000000008611076639
22,55,0.00003344346104,0.1817242231,0.7658475923,0.05238046172,0.00001427949107,0.00000000000007247028280
23,55,0.000009348856439,0.1176938717,0.7937960970,0.08845512631,0.00004555607551,0.0000000000005659277849
24,55,0.000002434752512,0.07174868328,0.7879440231,0.1401695526,0.0001353062722,0.000000000004105948996
25,55,0.0000005909914644,0.04111579202,0.7495065228,0.2090024540,0.0003746401160,0.00000000002770609040
26,55,0.0000001337387247,0.02212271356,0.6828504868,0.2940584778,0.0009681879607,0.0000000001740269671
27,55,0.00000002821886167,0.01116501002,0.5949818669,0.3915151806,0.002337913250,0.000000001018185871
28,55,0.000000005551631838,0.005280283373,0.4947197111,0.4947197111,0.005280283373,0.000000005551631838
29,55,0.000000001018185871,0.002337913250,0.3915151806,0.5949818669,0.01116501002,0.00000002821886167
30,55,0.0000000001740269671,0.0009681879607,0.2940584778,0.6828504868,0.02212271356,0.0000001337387247
31,55,0.00000000002770609040,0.0003746401160,0.2090024540,0.7495065228,0.04111579202,0.0000005909914644
32,55,0.000000000004105948996,0.0001353062722,0.1401695526,0.7879440231,0.07174868328,0.000002434752512
33,55,0.0000000000005659277849,0.00004555607551,0.08845512631,0.7937960970,0.1176938717,0.000009348856439
34,55,0.00000000000007247028280,0.00001427949107,0.05238046172,0.7658475923,0.1817242231,0.00003344346104
35,55,0.000000000000008611076639,0.000004160596007,0.02902791280,0.7063162712,0.2645402588,0.0001113965936
36,55,0.0000000000000009479718998,0.000001124927476,0.01501334778,0.6208610852,0.3637791861,0.0003452559911
37,55,0.00000000000000009651581765,0.0000002816862167,0.007226635081,0.5181233227,0.4736548951,0.0009948654287
38,55,0.000000000000000009068976786,0.00000006517832553,0.003227836377,0.4086098486,0.5854994683,0.002662781552
39,55,0.0000000000000000007845392306,0.00000001390014078,0.001333617291,0.3029659712,0.6890872884,0.006613109214
40,55,0.00000000000000000006230621289,0.000000002724126150,0.0005079208729,0.2100404731,0.7742288056,0.01522279771
41,55,0.000000000000000000004527571472,0.0000000004889232243,0.0001776400704,0.1353697916,0.8320103932,0.03244217469
42,55,0.0000000000000000000002998660030,0.00000000008004464032,0.00005680522156,0.08061187225,0.8553902874,0.06394103503
43,55,0.00000000000000000000001801897168,0.00000000001189820966,0.00001652687047,0.04406631429,0.8394780232,0.1164391356
44,55,0.0000000000000000000000009770581640,0.000000000001597005020,0.000004349684255,0.02195682298,0.7822420979,0.1957967295
45,55,0.00000000000000000000000004749924475,0.0000000000001922952975,0.000001028632065,0.009893779395,0.6860935618,0.3040116302
46,55,0.000000000000000000000000002054142027,0.00000000000002060855360,0.0000002168191362,0.003995479606,0.5597300169,0.4362742867
47,55,0.00000000000000000000000000007826799623,0.000000000000001946951005,0.00000004033804601,0.001430824956,0.4185310910,0.5800380437
48,55,0.000000000000000000000000000002596224817,0.0000000000000001602018204,0.000000006543792903,0.0004485829977,0.2818672164,0.7176841940
49,55,0.00000000000000000000000000000007383243645,0.00000000000000001130605493,0.0000000009114172359,0.0001211633793,0.1674895164,0.8323893193
50,55,0.000000000000000000000000000000001764082721,0.0000000000000000006706431191,0.0000000001067921300,0.00002761411222,0.08565083410,0.9143215517
51,55,0.00000000000000000000000000000000003444223189,0.00000000000000000003251841018,0.00000000001023711668,0.000005162191576,0.03651394671,0.9634808911
52,55,0.0000000000000000000000000000000000005277124874,0.000000000000000000001237787197,0.0000000000007709388671,0.0000007598447283,0.01242063367,0.9875786065
53,55,0.000000000000000000000000000000000000005950650494,0.00000000000000000000003468631337,0.00000000000004277134199,0.00000008255986980,0.003152958884,0.9968469586
54,55,0.00000000000000000000000000000000000000004391271721,0.0000000000000000000000006362883464,0.000000000000001554312234,0.000000005886071011,0.0005299170456,0.9994700771
55,55,0.0000000000000000000000000000000000000000001591040478,0.000000000000000000000000005732327445,0.00000000000000002775557561,0.0000000002065288342,0.00004416003778,0.9999558398
1,56,0.9999631998,0.00003680006590,0.0000000001376858941,0.00000000000000001387778781,0.000000000000000000000000001910775815,0.00000000000000000000000000000000000000000002651734131
2,56,0.9995510375,0.0004489584909,0.000000003992890540,0.0000000000000007910339048,0.0000000000000000000000002159176671,0.000000000000000000000000000000000000000007451372908
3,56,0.9972841450,0.002715798023,0.00000005700194374,0.00000000000002216282712,0.00000000000000000000001198629669,0.000000000000000000000000000000000000001028369013
4,56,0.9891233318,0.01087613409,0.0000005340832302,0.0000000000004068551047,0.0000000000000000000004357199414,0.00000000000000000000000000000000000009291095665
5,56,0.9674971770,0.03249912827,0.000003694744204,0.000000000005504027777,0.00000000000000000001166466153,0.000000000000000000000000000000000006180132387
6,56,0.9225147749,0.07746509488,0.00002013015476,0.00000000005851462346,0.0000000000000000002452266465,0.0000000000000000000000000000000003227156468
7,56,0.8460446914,0.1538653277,0.00008998042435,0.0000000005091046847,0.000000000000000004215780391,0.00000000000000000000000000000001377547501
8,56,0.7368017149,0.2628588373,0.0003394440636,0.000000003727605094,0.00000000000000006093797674,0.0000000000000000000000000000004942311665
9,56,0.6029790688,0.3959174912,0.001103416602,0.00000002344091975,0.0000000000000007557848820,0.00000000000000000000000000001520818672
10,56,0.4602349128,0.5366243344,0.003140624136,0.0000001285785942,0.000000000000008167485205,0.0000000000000000000000000004075803348
11,56,0.3260554063,0.6660161562,0.007927814768,0.0000006227256295,0.00000000000007783746824,0.000000000000000000000000009628325814
12,56,0.2138325463,0.7682284026,0.01793636196,0.000002689158395,0.0000000000006605318718,0.0000000000000000000000002024257313
13,56,0.1296654012,0.8336256471,0.03669851339,0.00001043827908,0.000000000005030739899,0.000000000000000000000003817377084
14,56,0.07269071846,0.8588358828,0.06843673267,0.00003666605737,0.00000000003461368654,0.00000000000000000000006499347690
15,56,0.03769198475,0.8450535013,0.1171372910,0.0001172227141,0.0000000002163375016,0.000000000000000000001004483581
16,56,0.01809269387,0.7963592310,0.1852052931,0.0003427808442,0.000000001233990866,0.00000000000000000001415734504
17,56,0.008048057296,0.7189027422,0.2721284231,0.0009207709448,0.000000006449464359,0.0000000000000000001826783825
18,56,0.003321169496,0.6206871296,0.3737109345,0.002280735380,0.00000003099286903,0.000000000000000002165278823
19,56,0.001272851449,0.5112144055,0.4822853338,0.005227271813,0.0000001373476226,0.00000000000000002364345026
20,56,0.0004535242307,0.4005126907,0.5879130904,0.01112013197,0.0000005627666367,0.0000000000000002384251647
21,56,0.0001503731598,0.2976588778,0.6801674760,0.02202113623,0.000002136816988,0.000000000000002225156023
22,56,0.00004643564979,0.2093425605,0.7498975965,0.04070587374,0.000007533561039,0.00000000000001925427767
23,56,0.00001336462387,0.1390413379,0.7904975856,0.07042300678,0.00002470501930,0.0000000000001547131998
24,56,0.000003587103166,0.08706489844,0.7985287438,0.1143272978,0.00007547280834,0.000000000001155931320
25,56,0.0000008982849723,0.05132706307,0.7738310622,0.1746258923,0.0002150842241,0.000000000008039305897
26,56,0.0000002099475146,0.02845381593,0.7193440941,0.2516293905,0.0005724894219,0.00000000005209290319
27,56,0.00000004580550551,0.01481759545,0.6407424784,0.3430151168,0.001424763198,0.0000000003147201178
28,56,0.000000009329503477,0.007241862699,0.5458315806,0.4436078416,0.003318704046,0.000000001773760199
29,56,0.000000001773760199,0.003318704046,0.4436078416,0.5458315806,0.007241862699,0.000000009329503477
30,56,0.0000000003147201178,0.001424763198,0.3430151168,0.6407424784,0.01481759545,0.00000004580550551
31,56,0.00000000005209290319,0.0005724894219,0.2516293905,0.7193440941,0.02845381593,0.0000002099475146
32,56,0.000000000008039305897,0.0002150842241,0.1746258923,0.7738310622,0.05132706307,0.0000008982849723
33,56,0.000000000001155931320,0.00007547280834,0.1143272978,0.7985287438,0.08706489844,0.000003587103166
34,56,0.0000000000001547131998,0.00002470501930,0.07042300678,0.7904975856,0.1390413379,0.00001336462387
35,56,0.00000000000001925427767,0.000007533561039,0.04070587374,0.7498975965,0.2093425605,0.00004643564979
36,56,0.000000000000002225156023,0.000002136816988,0.02202113623,0.6801674760,0.2976588778,0.0001503731598
37,56,0.0000000000000002384251647,0.0000005627666367,0.01112013197,0.5879130904,0.4005126907,0.0004535242307
38,56,0.00000000000000002364345026,0.0000001373476226,0.005227271813,0.4822853338,0.5112144055,0.001272851449
39,56,0.000000000000000002165278823,0.00000003099286903,0.002280735380,0.3737109345,0.6206871296,0.003321169496
40,56,0.0000000000000000001826783825,0.000000006449464359,0.0009207709448,0.2721284231,0.7189027422,0.008048057296
41,56,0.00000000000000000001415734504,0.000000001233990866,0.0003427808442,0.1852052931,0.7963592310,0.01809269387
42,56,0.000000000000000000001004483581,0.0000000002163375016,0.0001172227141,0.1171372910,0.8450535013,0.03769198475
43,56,0.00000000000000000000006499347690,0.00000000003461368654,0.00003666605737,0.06843673267,0.8588358828,0.07269071846
44,56,0.000000000000000000000003817377084,0.000000000005030739899,0.00001043827908,0.03669851339,0.8336256471,0.1296654012
45,56,0.0000000000000000000000002024257313,0.0000000000006605318718,0.000002689158395,0.01793636196,0.7682284026,0.2138325463
46,56,0.000000000000000000000000009628325814,0.00000000000007783746824,0.0000006227256295,0.007927814768,0.6660161562,0.3260554063
47,56,0.0000000000000000000000000004075803348,0.000000000000008167485205,0.0000001285785942,0.003140624136,0.5366243344,0.4602349128
48,56,0.00000000000000000000000000001520818672,0.0000000000000007557848820,0.00000002344091975,0.001103416602,0.3959174912,0.6029790688
49,56,0.0000000000000000000000000000004942311665,0.00000000000000006093797674,0.000000003727605094,0.0003394440636,0.2628588373,0.7368017149
50,56,0.00000000000000000000000000000001377547501,0.000000000000000004215780391,0.0000000005091046847,0.00008998042435,0.1538653277,0.8460446914
51,56,0.0000000000000000000000000000000003227156468,0.0000000000000000002452266465,0.00000000005851462346,0.00002013015476,0.07746509488,0.9225147749
52,56,0.000000000000000000000000000000000006180132387,0.00000000000000000001166466153,0.000000000005504027777,0.000003694744204,0.03249912827,0.9674971770
53,56,0.00000000000000000000000000000000000009291095665,0.0000000000000000000004357199414,0.0000000000004068551047,0.0000005340832302,0.01087613409,0.9891233318
54,56,0.000000000000000000000000000000000000001028369013,0.00000000000000000000001198629669,0.00000000000002216282712,0.00000005700194374,0.002715798023,0.9972841450
55,56,0.000000000000000000000000000000000000000007451372908,0.0000000000000000000000002159176671,0.0000000000000007910339048,0.000000003992890540,0.0004489584909,0.9995510375
56,56,0.00000000000000000000000000000000000000000002651734131,0.000000000000000000000000001910775815,0.00000000000000001387778781,0.0000000001376858941,0.00003680006590,0.9999631998
1,57,0.9999693332,0.00003066674453,0.00000000009179059838,0.000000000000000006938893903,0.0000000000000000000000000006369252716,0.000000000000000000000000000000000000000000004419556885
2,57,0.9996197312,0.0003802660626,0.000000002707822454,0.0000000000000004024558464,0.00000000000000000000000007324640624,0.000000000000000000000000000000000000000001263993269
3,57,0.9976619604,0.002338000269,0.00000003933226290,0.00000000000001147693051,0.000000000000000000000004139377340,0.0000000000000000000000000000000000000001776043130
4,57,0.9904834674,0.009516157592,0.0000003750561988,0.0000000000002145089660,0.0000000000000000000001532308449,0.00000000000000000000000000000000000001634213362
5,57,0.9711015361,0.02889582268,0.000002641191396,0.000000000002955441443,0.000000000000000000004178700470,0.000000000000000000000000000000000001107447862
6,57,0.9300118419,0.06997350635,0.00001465169341,0.00000000003200932566,0.00000000000000000008951865652,0.00000000000000000000000000000000005893605145
7,57,0.8587897053,0.1411435973,0.00006669707625,0.0000000002838096548,0.000000000000000001568744561,0.000000000000000000000000000000002564842207
8,57,0.7550088777,0.2447348302,0.0002562900536,0.000000002118354899,0.00000000000000002312317917,0.00000000000000000000000000000009385142359
9,57,0.6252828431,0.3738683809,0.0008487623749,0.00000001358426254,0.0000000000000002925536118,0.000000000000000000000000000002946557092
10,57,0.4840256055,0.5135127460,0.002461572481,0.00000007600975823,0.000000000000003226351656,0.00000000000000000000000000008060354473
11,57,0.3484186574,0.6452488000,0.006332166915,0.0000003756521235,0.00000000000003139081288,0.000000000000000000000000001944371248
12,57,0.2325363563,0.7528614638,0.01460052397,0.000001655942109,0.0000000000002720689361,0.00000000000000000000000004176122673
13,57,0.1436932587,0.8258544231,0.03044575443,0.000006563719465,0.000000000002117267881,0.0000000000000000000000008049176234
14,57,0.08218649892,0.8599282513,0.05786169754,0.00002355217316,0.00000000001489172211,0.00000000000000000000001401339372
15,57,0.04352510703,0.8554807508,0.1009171977,0.00007694441603,0.00000000009518829157,0.0000000000000000000002215751609
16,57,0.02135924235,0.8158572029,0.1625535523,0.0002300019488,0.0000000005555552898,0.000000000000000000003196627158
17,57,0.009722163392,0.7463956779,0.2432503790,0.0006317767637,0.000000002972482031,0.00000000000000000004224418462
18,57,0.004108984129,0.6542134818,0.3400767622,0.001600757253,0.00000001463059925,0.0000000000000000005131117893
19,57,0.001614237790,0.5480466999,0.4465849745,0.003754021323,0.00000006644445356,0.000000000000000005744974063
20,57,0.0005900787672,0.4375498168,0.5536860525,0.008173772795,0.0000002791539607,0.00000000000000005944040266
21,57,0.0002008983383,0.3319940073,0.6512331105,0.01657089644,0.000001087450087,0.0000000000000005695469744
22,57,0.00006375856813,0.2387986558,0.7297692454,0.03136440445,0.000003935731674,0.000000000000005063342963
23,57,0.00001887646152,0.1624805906,0.7819199734,0.05556730217,0.00001325738048,0.00000000000004183076469
24,57,0.000005216689951,0.1043920079,0.8031775342,0.09238361359,0.00004162761582,0.0000000000003215828865
