k,n,p1,p2,p3,p4,p5,p6
67,71,0.00000000000000000000000000000000000000000000003465517354,0.000000000000000000000000002132439497,0.0000000000000004367924445,0.00000002154750416,0.005079092112,0.9949208863
68,71,0.0000000000000000000000000000000000000000000000004064499433,0.00000000000000000000000000006223118501,0.00000000000000002528901567,0.000000002453203110,0.001365857153,0.9986341404
69,71,0.000000000000000000000000000000000000000000000000003523783312,0.000000000000000000000000000001342705235,0.000000000000000001082931623,0.0000000002068147272,0.0002737258545,0.9997262739
70,71,0.00000000000000000000000000000000000000000000000000002007757333,0.00000000000000000000000000000001904263102,0.00000000000000000003049318610,0.00000000001147660595,0.00003630571393,0.9999636943
71,71,0.00000000000000000000000000000000000000000000000000000005639767789,0.0000000000000000000000000000000001331652519,0.0000000000000000000004235164736,0.0000000000003144275607,0.000002388534252,0.9999976115
1,72,0.9999980096,0.000001990445262,0.0000000000002096183739,0.0000000000000000000002117582368,0.00000000000000000000000000000000004438841730,0.000000000000000000000000000000000000000000000000000000009399612981
2,72,0.9999693471,0.00003065285251,0.000000000007755879825,0.00000000000000000001545835129,0.000000000000000000000000000000006436320508,0.000000000000000000000000000000000000000000000000000003393260286
3,72,0.9997658440,0.0002341558636,0.0000000001417020203,0.0000000000000000005567124046,0.0000000000000000000000000000004602634989,0.0000000000000000000000000000000000000000000000000006040285298
4,72,0.9988161627,0.001183835644,0.000000001704406986,0.00000000000000001318597365,0.00000000000000000000000000002163886516,0.00000000000000000000000000000000000000000000000007067814331
5,72,0.9955397620,0.004460222801,0.00000001518273721,0.0000000000000002310407301,0.0000000000000000000000000007523006224,0.000000000000000000000000000000000000000000000006114570543
6,72,0.9866279523,0.01337194088,0.0000001068353812,0.000000000000003193865418,0.00000000000000000000000002062630042,0.0000000000000000000000000000000000000000000004170992537
7,72,0.9667249106,0.03327447087,0.0000006185626272,0.00000000000003627874110,0.0000000000000000000000004644789626,0.00000000000000000000000000000000000000000002336374406
8,72,0.9291934605,0.07080350855,0.000003030990917,0.0000000000003482218546,0.000000000000000000000008834272020,0.000000000000000000000000000000000000000001105134142
9,72,0.8682048540,0.1317823145,0.00001283147957,0.000000000002882759652,0.0000000000000000000001448434092,0.00000000000000000000000000000000000000004505205657
10,72,0.7814655027,0.2184868197,0.00004767765246,0.00000000002090613954,0.000000000000000000002079195583,0.000000000000000000000000000000000000001607609298
11,72,0.6721739200,0.3276686369,0.0001574430403,0.0000000001344534329,0.00000000000000000002645203297,0.00000000000000000000000000000000000005082816242
12,72,0.5489724995,0.4505607182,0.0004667815405,0.0000000007744472677,0.0000000000000000003012003817,0.000000000000000000000000000000000001437952841
13,72,0.4237177219,0.5750292588,0.001253015269,0.000000004027749260,0.000000000000000003094475260,0.00000000000000000000000000000000003669403843
14,72,0.3080979273,0.6888346604,0.003067393287,0.00000001904298921,0.00000000000000002887855106,0.0000000000000000000000000000000008502960135
15,72,0.2106469575,0.7824624448,0.006890515330,0.00000008232150033,0.0000000000000002462014757,0.00000000000000000000000000000001799405192
16,72,0.1352848743,0.8504330365,0.01428176227,0.0000003269984092,0.000000000000001926832093,0.0000000000000000000000000000003494399994
17,72,0.08158938991,0.8909624264,0.02744698506,0.000001198659891,0.00000000000001390132524,0.000000000000000000000000000006253320938
18,72,0.04621354141,0.9046529428,0.04912944574,0.000004070015321,0.00000000000009279210361,0.0000000000000000000000000001034937129
19,72,0.02459496732,0.8931411485,0.08225104055,0.00001284360111,0.0000000000005749024159,0.000000000000000000000000001589110812
20,72,0.01230651468,0.8583496040,0.1293061023,0.00003777905411,0.000000000003315318928,0.00000000000000000000000002270051169
21,72,0.005793634784,0.8024814876,0.1916210196,0.0001038579973,0.00000000001783952644,0.0000000000000000000000003024265734
22,72,0.002568208549,0.7284732994,0.2686910099,0.0002674820111,0.00000000008976893508,0.000000000000000000000003765701623
23,72,0.001072783658,0.6404479440,0.3578324799,0.0006467920581,0.0000000004232598297,0.00000000000000000000004390820788
24,72,0.0004225989226,0.5437929327,0.4543130882,0.001471378392,0.000000001873220241,0.0000000000000000000004802397976
25,72,0.0001571068223,0.4447260371,0.5519619424,0.003154905863,0.000000007793891920,0.000000000000000000004934458109
26,72,0.00005515785585,0.3494688940,0.6440886504,0.006387267240,0.00000003052927117,0.00000000000000000004769495390
27,72,0.00001829938336,0.2633158038,0.7244354432,0.01223034094,0.0000001127264115,0.0000000000000000004341840505
28,72,0.000005740200136,0.1899072956,0.7879015042,0.02218506720,0.0000003928055564,0.000000000000000003726498577
29,72,0.000001703319815,0.1309122605,0.8309014588,0.03818328428,0.000001293059951,0.00000000000000003018259745
30,72,0.0000004783354414,0.08615556881,0.8513848527,0.06245507532,0.000004024866389,0.0000000000000002308840372
31,72,0.0000001271732544,0.05407941301,0.8486678769,0.09724072689,0.00001185604484,0.000000000000001669244355
32,72,0.00000003201962954,0.03235026152,0.8232575663,0.1443590642,0.00003307601226,0.00000000000001141297554
33,72,0.000000007636513172,0.01842998727,0.7767803071,0.2047022458,0.00008745217874,0.00000000000007383375346
34,72,0.000000001725454657,0.009993448555,0.7120076908,0.2777795857,0.0002192731881,0.0000000000004521414984
35,72,0.0000000003693882923,0.005154843434,0.6328710833,0.3614523868,0.0005216860908,0.000000000002621847683
36,72,0.00000000007492816726,0.002528171641,0.5443246659,0.4519688082,0.001178354101,0.00000000001440025268
37,72,0.00000000001440025268,0.001178354101,0.4519688082,0.5443246659,0.002528171641,0.00000000007492816726
38,72,0.000000000002621847683,0.0005216860908,0.3614523868,0.6328710833,0.005154843434,0.0000000003693882923
39,72,0.0000000000004521414984,0.0002192731881,0.2777795857,0.7120076908,0.009993448555,0.000000001725454657
40,72,0.00000000000007383375346,0.00008745217874,0.2047022458,0.7767803071,0.01842998727,0.000000007636513172
41,72,0.00000000000001141297554,0.00003307601226,0.1443590642,0.8232575663,0.03235026152,0.00000003201962954
42,72,0.000000000000001669244355,0.00001185604484,0.09724072689,0.8486678769,0.05407941301,0.0000001271732544
43,72,0.0000000000000002308840372,0.000004024866389,0.06245507532,0.8513848527,0.08615556881,0.0000004783354414
44,72,0.00000000000000003018259745,0.000001293059951,0.03818328428,0.8309014588,0.1309122605,0.000001703319815
45,72,0.000000000000000003726498577,0.0000003928055564,0.02218506720,0.7879015042,0.1899072956,0.000005740200136
46,72,0.0000000000000000004341840505,0.0000001127264115,0.01223034094,0.7244354432,0.2633158038,0.00001829938336
47,72,0.00000000000000000004769495390,0.00000003052927117,0.006387267240,0.6440886504,0.3494688940,0.00005515785585
48,72,0.000000000000000000004934458109,0.000000007793891920,0.003154905863,0.5519619424,0.4447260371,0.0001571068223
49,72,0.0000000000000000000004802397976,0.000000001873220241,0.001471378392,0.4543130882,0.5437929327,0.0004225989226
50,72,0.00000000000000000000004390820788,0.0000000004232598297,0.0006467920581,0.3578324799,0.6404479440,0.001072783658
51,72,0.000000000000000000000003765701623,0.00000000008976893508,0.0002674820111,0.2686910099,0.7284732994,0.002568208549
52,72,0.0000000000000000000000003024265734,0.00000000001783952644,0.0001038579973,0.1916210196,0.8024814876,0.005793634784
53,72,0.00000000000000000000000002270051169,0.000000000003315318928,0.00003777905411,0.1293061023,0.8583496040,0.01230651468
54,72,0.000000000000000000000000001589110812,0.0000000000005749024159,0.00001284360111,0.08225104055,0.8931411485,0.02459496732
55,72,0.0000000000000000000000000001034937129,0.00000000000009279210361,0.000004070015321,0.04912944574,0.9046529428,0.04621354141
56,72,0.000000000000000000000000000006253320938,0.00000000000001390132524,0.000001198659891,0.02744698506,0.8909624264,0.08158938991
57,72,0.0000000000000000000000000000003494399994,0.000000000000001926832093,0.0000003269984092,0.01428176227,0.8504330365,0.1352848743
58,72,0.00000000000000000000000000000001799405192,0.0000000000000002462014757,0.00000008232150033,0.006890515330,0.7824624448,0.2106469575
59,72,0.0000000000000000000000000000000008502960135,0.00000000000000002887855106,0.00000001904298921,0.003067393287,0.6888346604,0.3080979273
60,72,0.00000000000000000000000000000000003669403843,0.000000000000000003094475260,0.000000004027749260,0.001253015269,0.5750292588,0.4237177219
61,72,0.000000000000000000000000000000000001437952841,0.0000000000000000003012003817,0.0000000007744472677,0.0004667815405,0.4505607182,0.5489724995
62,72,0.00000000000000000000000000000000000005082816242,0.00000000000000000002645203297,0.0000000001344534329,0.0001574430403,0.3276686369,0.6721739200
63,72,0.000000000000000000000000000000000000001607609298,0.000000000000000000002079195583,0.00000000002090613954,0.00004767765246,0.2184868197,0.7814655027
64,72,0.00000000000000000000000000000000000000004505205657,0.0000000000000000000001448434092,0.000000000002882759652,0.00001283147957,0.1317823145,0.8682048540
65,72,0.000000000000000000000000000000000000000001105134142,0.000000000000000000000008834272020,0.0000000000003482218546,0.000003030990917,0.07080350855,0.9291934605
66,72,0.00000000000000000000000000000000000000000002336374406,0.0000000000000000000000004644789626,0.00000000000003627874110,0.0000006185626272,0.03327447087,0.9667249106
67,72,0.0000000000000000000000000000000000000000000004170992537,0.00000000000000000000000002062630042,0.000000000000003193865418,0.0000001068353812,0.01337194088,0.9866279523
68,72,0.000000000000000000000000000000000000000000000006114570543,0.0000000000000000000000000007523006224,0.0000000000000002310407301,0.00000001518273721,0.004460222801,0.9955397620
69,72,0.00000000000000000000000000000000000000000000000007067814331,0.00000000000000000000000000002163886516,0.00000000000000001318597365,0.000000001704406986,0.001183835644,0.9988161627
70,72,0.0000000000000000000000000000000000000000000000000006040285298,0.0000000000000000000000000000004602634989,0.0000000000000000005567124046,0.0000000001417020203,0.0002341558636,0.9997658440
71,72,0.000000000000000000000000000000000000000000000000000003393260286,0.000000000000000000000000000000006436320508,0.00000000000000000001545835129,0.000000000007755879825,0.00003065285251,0.9999693471
72,72,0.000000000000000000000000000000000000000000000000000000009399612981,0.00000000000000000000000000000000004438841730,0.0000000000000000000002117582368,0.0000000000002096183739,0.000001990445262,0.9999980096
1,73,0.9999983413,0.000001658704420,0.0000000000001397455826,0.0000000000000000000001058791184,0.00000000000000000000000000000000001479613910,0.000000000000000000000000000000000000000000000000000000001566602164
2,73,0.9999741242,0.00002587578589,0.000000000005240459344,0.000000000000000000007835054762,0.000000000000000000000000000000002175032447,0.0000000000000000000000000000000000000000000000000000005733763919
3,73,0.9997997612,0.0002002387174,0.00000000009705330691,0.0000000000000000002860853779,0.0000000000000000000000000000001577120467,0.0000000000000000000000000000000000000000000000000001034991385
4,73,0.9989744429,0.001025555941,0.000000001183505333,0.000000000000000006871343026,0.000000000000000000000000000007519797386,0.00000000000000000000000000000000000000000000000001228304766
5,73,0.9960858288,0.003914160521,0.00000001068996050,0.0000000000000001221133519,0.0000000000000000000000000002651927842,0.000000000000000000000000000000000000000000000001077993543
6,73,0.9881132539,0.01188666980,0.00000007628450039,0.000000000000001712453074,0.000000000000000000000000007376967222,0.00000000000000000000000000000000000000000000007461201774
7,73,0.9700420842,0.02995746783,0.0000004479868841,0.00000000000001973630326,0.0000000000000000000000001685771878,0.000000000000000000000000000000000000000000004241540055
8,73,0.9354487021,0.06454907101,0.000002226848205,0.0000000000001922502979,0.000000000000000000000003254409982,0.0000000000000000000000000000000000000000002036588104
9,73,0.8783696218,0.1216208136,0.000009564650445,0.000000000001615490753,0.00000000000000000000005417065108,0.000000000000000000000000000000000000000008429621213
10,73,0.7959220612,0.2040418765,0.00003606226450,0.00000000001189444960,0.0000000000000000000007896274670,0.0000000000000000000000000000000000000003054782635
11,73,0.6903891838,0.3094899616,0.0001208545966,0.00000000007767978620,0.00000000000000000001020347471,0.000000000000000000000000000000000000009811034818
12,73,0.5695060695,0.4301302612,0.0003636688137,0.0000000004544503503,0.0000000000000000001180348159,0.0000000000000000000000000000000000002820156089
13,73,0.4445935182,0.5544155415,0.0009909379014,0.000000002401098264,0.000000000000000001232292008,0.000000000000000000000000000000000007313967105
14,73,0.3273678931,0.6701694923,0.002462603117,0.00000001153536924,0.00000000000000001168916719,0.0000000000000000000000000000000001722943676
15,73,0.2268887858,0.7674950116,0.005616151862,0.00000005068224481,0.0000000000000001013195259,0.000000000000000000000000000000003707588664
16,73,0.1478452215,0.8403365198,0.01181805407,0.0000002046599550,0.0000000000000008064116813,0.00000000000000000000000000000007323504316
17,73,0.09053863730,0.8864018771,0.02305872274,0.0000007628291520,0.000000000000005918329808,0.000000000000000000000000000001333420156
18,73,0.05210951616,0.9059854121,0.04190243741,0.000002634337619,0.00000000000004019825136,0.00000000000000000000000000002246005293
19,73,0.02819806300,0.9005815090,0.07121197121,0.000008456808298,0.0000000000002534955410,0.0000000000000000000000000003510965627
20,73,0.01435459012,0.8719948609,0.1136252376,0.00002531132807,0.000000000001488374586,0.000000000000000000000000005107677625
21,73,0.006879114767,0.8221896731,0.1708603936,0.00007081852811,0.000000000008156721432,0.00000000000000000000000006932152197
22,73,0.003105779588,0.7536802665,0.2430282838,0.0001856700162,0.00000000004181599599,0.0000000000000000000000008796390816
23,73,0.001322021140,0.6700389666,0.3281818750,0.0004571370901,0.0000000002009325666,0.00000000000000000000001045611933
24,73,0.0005309630451,0.5761196339,0.4222903167,0.001059085467,0.0000000009065799667,0.0000000000000000000001166301395
25,73,0.0002013555057,0.4777925843,0.5196929132,0.002313143114,0.000000003846777467,0.000000000000000000001222609516
26,73,0.00007214935027,0.3812382665,0.6139184784,0.004771090341,0.00000001537235167,0.00000000000000000001206120741
27,73,0.00002444246211,0.2920396436,0.6986270382,0.009308817788,0.00000005792831795,0.0000000000000000001121098033
28,73,0.000007833397339,0.2143788915,0.7684053182,0.01720775075,0.0000002060861265,0.0000000000000000009829031382
29,73,0.000002376133202,0.1505779450,0.8192346602,0.03018432578,0.0000006928903546,0.000000000000000008135848389
30,73,0.0000006824995037,0.1010746702,0.8486028085,0.05031963510,0.000002203662097,0.00000000000000006363283740
31,73,0.0000001857002856,0.06477152347,0.8553724493,0.07984920630,0.000006635259207,0.0000000000000004706107568
32,73,0.00000004787856702,0.03959332788,0.8395842627,0.1208034322,0.00001892936732,0.000000000000003293199553
33,73,0.00000001170036590,0.02307008275,0.8023389865,0.1745397177,0.00005120140110,0.00000000000002181643853
34,73,0.000000002710631076,0.01280562911,0.7458000898,0.2412628859,0.0001313925153,0.0000000000001368850443
35,73,0.0000000005953993531,0.006767712033,0.6732458215,0.3196663884,0.0003200774894,0.0000000000008137591958
36,73,0.0000000001240048548,0.003403728954,0.5890356533,0.4068200422,0.0007405754294,0.000000000004584915183
37,73,0.00000000002448823845,0.001628293291,0.4983717067,0.4983717067,0.001628293291,0.00000000002448823845
38,73,0.000000000004584915183,0.0007405754294,0.4068200422,0.5890356533,0.003403728954,0.0000000001240048548
39,73,0.0000000000008137591958,0.0003200774894,0.3196663884,0.6732458215,0.006767712033,0.0000000005953993531
40,73,0.0000000000001368850443,0.0001313925153,0.2412628859,0.7458000898,0.01280562911,0.000000002710631076
41,73,0.00000000000002181643853,0.00005120140110,0.1745397177,0.8023389865,0.02307008275,0.00000001170036590
42,73,0.000000000000003293199553,0.00001892936732,0.1208034322,0.8395842627,0.03959332788,0.00000004787856702
43,73,0.0000000000000004706107568,0.000006635259207,0.07984920630,0.8553724493,0.06477152347,0.0000001857002856
44,73,0.00000000000000006363283740,0.000002203662097,0.05031963510,0.8486028085,0.1010746702,0.0000006824995037
45,73,0.000000000000000008135848389,0.0000006928903546,0.03018432578,0.8192346602,0.1505779450,0.000002376133202
46,73,0.0000000000000000009829031382,0.0000002060861265,0.01720775075,0.7684053182,0.2143788915,0.000007833397339
47,73,0.0000000000000000001121098033,0.00000005792831795,0.009308817788,0.6986270382,0.2920396436,0.00002444246211
48,73,0.00000000000000000001206120741,0.00000001537235167,0.004771090341,0.6139184784,0.3812382665,0.00007214935027
49,73,0.000000000000000000001222609516,0.000000003846777467,0.002313143114,0.5196929132,0.4777925843,0.0002013555057
50,73,0.0000000000000000000001166301395,0.0000000009065799667,0.001059085467,0.4222903167,0.5761196339,0.0005309630451
51,73,0.00000000000000000000001045611933,0.0000000002009325666,0.0004571370901,0.3281818750,0.6700389666,0.001322021140
52,73,0.0000000000000000000000008796390816,0.00000000004181599599,0.0001856700162,0.2430282838,0.7536802665,0.003105779588
53,73,0.00000000000000000000000006932152197,0.000000000008156721432,0.00007081852811,0.1708603936,0.8221896731,0.006879114767
54,73,0.000000000000000000000000005107677625,0.000000000001488374586,0.00002531132807,0.1136252376,0.8719948609,0.01435459012
55,73,0.0000000000000000000000000003510965627,0.0000000000002534955410,0.000008456808298,0.07121197121,0.9005815090,0.02819806300
56,73,0.00000000000000000000000000002246005293,0.00000000000004019825136,0.000002634337619,0.04190243741,0.9059854121,0.05210951616
57,73,0.000000000000000000000000000001333420156,0.000000000000005918329808,0.0000007628291520,0.02305872274,0.8864018771,0.09053863730
58,73,0.00000000000000000000000000000007323504316,0.0000000000000008064116813,0.0000002046599550,0.01181805407,0.8403365198,0.1478452215
59,73,0.000000000000000000000000000000003707588664,0.0000000000000001013195259,0.00000005068224481,0.005616151862,0.7674950116,0.2268887858
60,73,0.0000000000000000000000000000000001722943676,0.00000000000000001168916719,0.00000001153536924,0.002462603117,0.6701694923,0.3273678931
61,73,0.000000000000000000000000000000000007313967105,0.000000000000000001232292008,0.000000002401098264,0.0009909379014,0.5544155415,0.4445935182
62,73,0.0000000000000000000000000000000000002820156089,0.0000000000000000001180348159,0.0000000004544503503,0.0003636688137,0.4301302612,0.5695060695
63,73,0.000000000000000000000000000000000000009811034818,0.00000000000000000001020347471,0.00000000007767978620,0.0001208545966,0.3094899616,0.6903891838
64,73,0.0000000000000000000000000000000000000003054782635,0.0000000000000000000007896274670,0.00000000001189444960,0.00003606226450,0.2040418765,0.7959220612
65,73,0.000000000000000000000000000000000000000008429621213,0.00000000000000000000005417065108,0.000000000001615490753,0.000009564650445,0.1216208136,0.8783696218
66,73,0.0000000000000000000000000000000000000000002036588104,0.000000000000000000000003254409982,0.0000000000001922502979,0.000002226848205,0.06454907101,0.9354487021
67,73,0.000000000000000000000000000000000000000000004241540055,0.0000000000000000000000001685771878,0.00000000000001973630326,0.0000004479868841,0.02995746783,0.9700420842
68,73,0.00000000000000000000000000000000000000000000007461201774,0.000000000000000000000000007376967222,0.000000000000001712453074,0.00000007628450039,0.01188666980,0.9881132539
69,73,0.000000000000000000000000000000000000000000000001077993543,0.0000000000000000000000000002651927842,0.0000000000000001221133519,0.00000001068996050,0.003914160521,0.9960858288
70,73,0.00000000000000000000000000000000000000000000000001228304766,0.000000000000000000000000000007519797386,0.000000000000000006871343026,0.000000001183505333,0.001025555941,0.9989744429
71,73,0.0000000000000000000000000000000000000000000000000001034991385,0.0000000000000000000000000000001577120467,0.0000000000000000002860853779,0.00000000009705330691,0.0002002387174,0.9997997612
72,73,0.0000000000000000000000000000000000000000000000000000005733763919,0.000000000000000000000000000000002175032447,0.000000000000000000007835054762,0.000000000005240459344,0.00002587578589,0.9999741242
73,73,0.000000000000000000000000000000000000000000000000000000001566602164,0.00000000000000000000000000000000001479613910,0.0000000000000000000001058791184,0.0000000000001397455826,0.000001658704420,0.9999983413
1,74,0.9999986177,0.000001382253707,0.00000000000009316372175,0.00000000000000000000005293955920,0.000000000000000000000000000000000004932046366,0.0000000000000000000000000000000000000000000000000000000002611003606
2,74,0.9999781604,0.00002183960650,0.000000000003540221425,0.000000000000000000003970466940,0.0000000000000000000000000000000007348749086,0.00000000000000000000000000000000000000000000000000000009686823378
3,74,0.9998288217,0.0001711782441,0.00000000006644902443,0.0000000000000000001469602163,0.00000000000000000000000000000005402070385,0.00000000000000000000000000000000000000000000000000001772767008
4,74,0.9991119959,0.0008880032517,0.0000000008213546588,0.000000000000000003578714202,0.000000000000000000000000000002611740493,0.000000000000000000000000000000000000000000000000002133423892
5,74,0.9965672645,0.003432728009,0.000000007521142133,0.00000000000000006449234745,0.00000000000000000000000000009341079301,0.0000000000000000000000000000000000000000000000001899014636
6,74,0.9894420164,0.01055792919,0.00000005441965403,0.0000000000000009172832129,0.000000000000000000000000002635784263,0.00000000000000000000000000000000000000000000001333366424
7,74,0.9730539458,0.02694573011,0.0000003240860925,0.00000000000001072437817,0.00000000000000000000000006111037408,0.0000000000000000000000000000000000000000000007691000240
8,74,0.9412142658,0.05878410029,0.000001633894460,0.0000000000001059933006,0.000000000000000000000001197188119,0.00000000000000000000000000000000000000000003747775178
9,74,0.8878828018,0.1121100794,0.000007118716602,0.0000000000009038705256,0.00000000000000000000002022649035,0.000000000000000000000000000000000000000001574652544
10,74,0.8096633213,0.1903094489,0.00002722972820,0.000000000006754970176,0.0000000000000000000002993229231,0.00000000000000000000000000000000000000005793772827
11,74,0.7079779967,0.2919294128,0.00009259049686,0.00000000004478711790,0.000000000000000000003927576548,0.000000000000000000000000000000000000001889737689
12,74,0.5896532552,0.4100640137,0.0002827308042,0.0000000002660650683,0.00000000000000000004614725509,0.00000000000000000000000000000000000005517846383
13,74,0.4654122767,0.5338058733,0.0007818485299,0.000000001427774308,0.0000000000000000004894538798,0.000000000000000000000000000000000001454007525
14,74,0.3469054973,0.6511224462,0.001972049567,0.000000006968233754,0.000000000000000004717917070,0.00000000000000000000000000000000003481070052
15,74,0.2436353037,0.7517996897,0.004564975471,0.00000003110880704,0.00000000000000004156595344,0.0000000000000000000000000000000007615100837
16,74,0.1610191489,0.8292299445,0.009750778999,0.0000001276711000,0.0000000000000003363502444,0.00000000000000000000000000000001529549775
17,74,0.1000897347,0.8805978554,0.01931192621,0.0000004837445544,0.000000000000002510384390,0.0000000000000000000000000000002832658953
18,74,0.05851436968,0.9058624206,0.03562151111,0.000001698583391,0.00000000000001734497033,0.000000000000000000000000000004854525618
19,74,0.03218330520,0.9063680522,0.06144309702,0.000005545572994,0.0000000000001112973479,0.00000000000000000000000000007723280456
20,74,0.01666183560,0.8838309891,0.09949029123,0.00001688406839,0.0000000000006651218895,0.000000000000000000000000001143860073
21,74,0.008125027327,0.8400373149,0.1517895928,0.00004806492920,0.000000000003711156868,0.00000000000000000000000001580998502
22,74,0.003734668785,0.7771456246,0.2189914623,0.0001282442777,0.00000000001937647962,0.0000000000000000000000002043744486
23,74,0.001619314214,0.6982166930,0.2998425891,0.0003214035797,0.00000000009485485286,0.000000000000000000000002475719123
24,74,0.0006628060608,0.6075579211,0.3910211610,0.0007581113960,0.0000000004361483666,0.00000000000000000000002815178936
25,74,0.0002562900956,0.5106232021,0.4874343911,0.001686114780,0.000000001886645800,0.0000000000000000000003009600356
26,74,0.00009368370951,0.4134445735,0.5829196165,0.003542118648,0.000000007688635535,0.000000000000000000003029042498
27,74,0.00003239361013,0.3217804691,0.6711471466,0.007039961157,0.00000002955767376,0.00000000000000000002873597339
28,74,0.00001060157480,0.2402685771,0.7464624051,0.01325830896,0.0000001073142541,0.0000000000000000002572420258
29,74,0.000003285677225,0.1718458367,0.8044543898,0.02369611940,0.0000003683542025,0.000000000000000002175060680
30,74,0.0000009647717866,0.1175760441,0.8421695624,0.04025223223,0.000001196480935,0.00000000000000001738534656
31,74,0.0000002685001553,0.07687265518,0.8580382362,0.06508515930,0.000003680861134,0.0000000000000001314624906
32,74,0.00000007084885345,0.04798608271,0.8516747449,0.1003283683,0.00001073329524,0.0000000000000009410422229
33,74,0.00000001773006609,0.02857783716,0.8237155048,0.1476769536,0.00002968671191,0.000000000000006380406049
34,74,0.000000004208920214,0.01622711516,0.7757802819,0.2079146670,0.00007793177251,0.00000000000004099453949
35,74,0.0000000009479379737,0.008780351412,0.7105292755,0.2804960846,0.0001942875068,0.0000000000002496974029
36,74,0.0000000002025706045,0.004525056726,0.6317014013,0.3633132983,0.0004602434700,0.000000000001442285194
37,74,0.00000000004107434117,0.002220105195,0.5439995860,0.4527438274,0.001036481387,0.000000000007902135726
38,74,0.000000000007902135726,0.001036481387,0.4527438274,0.5439995860,0.002220105195,0.00000000004107434117
39,74,0.000000000001442285194,0.0004602434700,0.3633132983,0.6317014013,0.004525056726,0.0000000002025706045
40,74,0.0000000000002496974029,0.0001942875068,0.2804960846,0.7105292755,0.008780351412,0.0000000009479379737
41,74,0.00000000000004099453949,0.00007793177251,0.2079146670,0.7757802819,0.01622711516,0.000000004208920214
42,74,0.000000000000006380406049,0.00002968671191,0.1476769536,0.8237155048,0.02857783716,0.00000001773006609
43,74,0.0000000000000009410422229,0.00001073329524,0.1003283683,0.8516747449,0.04798608271,0.00000007084885345
44,74,0.0000000000000001314624906,0.000003680861134,0.06508515930,0.8580382362,0.07687265518,0.0000002685001553
45,74,0.00000000000000001738534656,0.000001196480935,0.04025223223,0.8421695624,0.1175760441,0.0000009647717866
46,74,0.000000000000000002175060680,0.0000003683542025,0.02369611940,0.8044543898,0.1718458367,0.000003285677225
47,74,0.0000000000000000002572420258,0.0000001073142541,0.01325830896,0.7464624051,0.2402685771,0.00001060157480
48,74,0.00000000000000000002873597339,0.00000002955767376,0.007039961157,0.6711471466,0.3217804691,0.00003239361013
49,74,0.000000000000000000003029042498,0.000000007688635535,0.003542118648,0.5829196165,0.4134445735,0.00009368370951
50,74,0.0000000000000000000003009600356,0.000000001886645800,0.001686114780,0.4874343911,0.5106232021,0.0002562900956
51,74,0.00000000000000000000002815178936,0.0000000004361483666,0.0007581113960,0.3910211610,0.6075579211,0.0006628060608
52,74,0.000000000000000000000002475719123,0.00000000009485485286,0.0003214035797,0.2998425891,0.6982166930,0.001619314214
53,74,0.0000000000000000000000002043744486,0.00000000001937647962,0.0001282442777,0.2189914623,0.7771456246,0.003734668785
54,74,0.00000000000000000000000001580998502,0.000000000003711156868,0.00004806492920,0.1517895928,0.8400373149,0.008125027327
55,74,0.000000000000000000000000001143860073,0.0000000000006651218895,0.00001688406839,0.09949029123,0.8838309891,0.01666183560
56,74,0.00000000000000000000000000007723280456,0.0000000000001112973479,0.000005545572994,0.06144309702,0.9063680522,0.03218330520
57,74,0.000000000000000000000000000004854525618,0.00000000000001734497033,0.000001698583391,0.03562151111,0.9058624206,0.05851436968
58,74,0.0000000000000000000000000000002832658953,0.000000000000002510384390,0.0000004837445544,0.01931192621,0.8805978554,0.1000897347
59,74,0.00000000000000000000000000000001529549775,0.0000000000000003363502444,0.0000001276711000,0.009750778999,0.8292299445,0.1610191489
60,74,0.0000000000000000000000000000000007615100837,0.00000000000000004156595344,0.00000003110880704,0.004564975471,0.7517996897,0.2436353037
61,74,0.00000000000000000000000000000000003481070052,0.000000000000000004717917070,0.000000006968233754,0.001972049567,0.6511224462,0.3469054973
62,74,0.000000000000000000000000000000000001454007525,0.0000000000000000004894538798,0.000000001427774308,0.0007818485299,0.5338058733,0.4654122767
63,74,0.00000000000000000000000000000000000005517846383,0.00000000000000000004614725509,0.0000000002660650683,0.0002827308042,0.4100640137,0.5896532552
64,74,0.000000000000000000000000000000000000001889737689,0.000000000000000000003927576548,0.00000000004478711790,0.00009259049686,0.2919294128,0.7079779967
65,74,0.00000000000000000000000000000000000000005793772827,0.0000000000000000000002993229231,0.000000000006754970176,0.00002722972820,0.1903094489,0.8096633213
66,74,0.000000000000000000000000000000000000000001574652544,0.00000000000000000000002022649035,0.0000000000009038705256,0.000007118716602,0.1121100794,0.8878828018
67,74,0.00000000000000000000000000000000000000000003747775178,0.000000000000000000000001197188119,0.0000000000001059933006,0.000001633894460,0.05878410029,0.9412142658
68,74,0.0000000000000000000000000000000000000000000007691000240,0.00000000000000000000000006111037408,0.00000000000001072437817,0.0000003240860925,0.02694573011,0.9730539458
69,74,0.00000000000000000000000000000000000000000000001333366424,0.000000000000000000000000002635784263,0.0000000000000009172832129,0.00000005441965403,0.01055792919,0.9894420164
70,74,0.0000000000000000000000000000000000000000000000001899014636,0.00000000000000000000000000009341079301,0.00000000000000006449234745,0.000000007521142133,0.003432728009,0.9965672645
71,74,0.000000000000000000000000000000000000000000000000002133423892,0.000000000000000000000000000002611740493,0.000000000000000003578714202,0.0000000008213546588,0.0008880032517,0.9991119959
